provider_community,provider_npi,providername,grouping,classification,specialization,org_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,hospital_community,owning_entity,org_address,org_location,latitude,longitude,color,specialization_cleaned
1374,1184048795,TARA RALPH,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,88,128,36.516,45.491,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1374,1184048795,TARA RALPH,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,58,96,38.042,45.66,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1353,1184069429,ERIC TOLINE,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,313,617,0.436,5.932,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1353,1184069429,ERIC TOLINE,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,41,91,11.077,36.366,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1344,1184603839,MICHAEL RICHARDSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,193,237,49.992,63.341,1344,HCA Healthcare,"111 US-70, Dickson, TN 37055","111, College Street, Eastwood, Dickson, Dickson County, Middle Tennessee, Tennessee, 37055, United States",36.0750821,-87.3659893,darkpurple,Internal Medicine
1374,1184611493,MICHAEL STEWART,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,37,50,41.94,50.738,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Family Medicine
1374,1184611493,MICHAEL STEWART,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,62,75,39.373,45.802,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Family Medicine
1374,1184611493,MICHAEL STEWART,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,44,79,33.215,34.074,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1374,1184611493,MICHAEL STEWART,Allopathic & Osteopathic Physicians,Family Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",341,553,32.705,39.497,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Family Medicine
1374,1184611493,MICHAEL STEWART,Allopathic & Osteopathic Physicians,Family Medicine,,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",47,56,35.339,40.469,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Family Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,183,337,19.688,44.252,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,59,79,37.57,65.863,1336,HCA Healthcare,"355 New Shackle Island Rd, Hendersonville, TN 37075","TriStar Hendersonville, 355, New Shackle Island Road, Glen Oaks, Hendersonville, Sumner County, Middle Tennessee, Tennessee, 37075, United States",36.3254227,-86.6227582,darkpurple,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1629025648,SAINT THOMAS WEST HOSPITAL,46,52,33.673,50.19,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",104,131,39.931,65.581,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,54,109,17.514,35.556,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1780778969,SAINT THOMAS WEST HOSPITAL,90,109,47.358,70.846,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1669567897,NORTHCREST MEDICAL CENTER,37,112,9.071,39.403,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,122,172,15.727,38.794,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,119,160,29.206,46.29,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Geriatric Medicine
1334,1184612921,DONALD VOLLMER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,121,278,19.594,43.229,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Geriatric Medicine
1338,1184615809,ROSE PAYNE,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,54,76,22.447,40.798,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",44,99,20.758,42.245,1336,LifePoint Health,"305 West Locust Street, Lafayette, Tennessee 37083","305, West Locust Street, Lafayette, Macon County, Middle Tennessee, Tennessee, 37083, United States",36.5195573,-86.0269343,darkred,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1023061520,SRHS HOLDINGS LLC,72,80,18.588,33.796,1340,LifePoint Health,"300 2nd Avenue South, Nashville, TN 37201","300, 2nd Avenue South, Downtown Nashville, Nashville, Davidson County, Middle Tennessee, Tennessee, 37201, United States",36.159044,-86.773204,darkred,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",60,68,39.721,44.74,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,71,89,35.157,46.958,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,87,118,39.059,51.335,1337,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,71,118,34.788,43.177,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,127,148,31.98,52.741,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1104137215,RIVERVIEW MEDICAL CENTER LLC,89,111,1.342,11.29,1337,LifePoint Health,"158 Hospital Dr, Carthage, TN 37030","Riverview Regional Medical Center, 158, Hospital Drive, Carthage, Smith County, Middle Tennessee, Tennessee, 37030, United States",36.264438,-85.9500813,darkred,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1922319037,RIVERVIEW MEDICAL CENTER LLC,716,2077,7.316,20.604,1337,LifePoint Health,"158 Hospital Dr, Carthage, TN 37030","Riverview Regional Medical Center, 158, Hospital Drive, Carthage, Smith County, Middle Tennessee, Tennessee, 37030, United States",36.264438,-85.9500813,darkred,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1467763458,TROUSDALE MEDICAL CENTER LLC,42,70,18.971,36.227,1336,LifePoint Health,"500 Church Street, Hartsville, TN 37074","Trousdale Medical Center, 500, Church Street, Hartsville, Trousdale County, Middle Tennessee, Tennessee, 37074, United States",36.3879675,-86.1682092,darkred,Family Medicine
1337,1184619124,RICHARD RUTHERFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1366703225,"RIVERVIEW MEDICAL CENTER, LLC",71,82,12.585,6.242,1337,LifePoint Health,"158 Hospital Drive, Carthage, TN 37030","Riverview Regional Medical Center, 158, Hospital Drive, Carthage, Smith County, Middle Tennessee, Tennessee, 37030, United States",36.264438,-85.9500813,darkred,Family Medicine
1340,1184620460,JAMES ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1265487193,"HCA HEALTH SERVICES OF TENNESSEE, INC.",480,1055,6.953,23.387,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1340,1184620460,JAMES ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,98,153,33.072,54.261,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Family Medicine
1340,1184620460,JAMES ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",206,323,25.347,37.443,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1340,1184620460,JAMES ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,43,63,33.524,52.934,1344,HCA Healthcare,"111 US-70, Dickson, TN 37055","111, College Street, Eastwood, Dickson, Dickson County, Middle Tennessee, Tennessee, 37055, United States",36.0750821,-87.3659893,darkpurple,Family Medicine
1340,1184620460,JAMES ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,50,59,31.475,54.158,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Family Medicine
1340,1184620460,JAMES ANDERSON,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,82,144,33.014,46.853,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1353,1184650145,STEVEN HEGEDUS,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,311,682,0.296,5.106,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1353,1184650145,STEVEN HEGEDUS,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,34,83,6.205,24.651,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1334,1184697898,KENNETH DOZIER,Allopathic & Osteopathic Physicians,Family Medicine,Geriatric Medicine,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,115,172,37.064,45.788,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Geriatric Medicine
1349,1184867939,KARTHIK JOTHIANANDAN,Allopathic & Osteopathic Physicians,Internal Medicine,Critical Care Medicine,1861479545,MAURY REGIONAL HOSPITAL,308,592,0.0,0.0,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Critical Care Medicine
1359,1184885923,MICHAEL NOTO,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,57,61,2.18,13.282,1336,HCA Healthcare,"355 New Shackle Island Rd, Hendersonville, TN 37075","TriStar Hendersonville, 355, New Shackle Island Road, Glen Oaks, Hendersonville, Sumner County, Middle Tennessee, Tennessee, 37075, United States",36.3254227,-86.6227582,darkpurple,Internal Medicine
1359,1184885923,MICHAEL NOTO,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,110,133,3.887,6.239,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1338,1184914129,KATHERINE SEYMOUR,Allopathic & Osteopathic Physicians,Pediatrics,,1629025648,SAINT THOMAS WEST HOSPITAL,71,92,38.043,52.069,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Pediatrics
1340,1184949752,TAOPHEEQ MUSTAPHA,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",78,115,9.87,32.748,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1340,1184949752,TAOPHEEQ MUSTAPHA,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",378,709,0.932,12.661,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1359,1194046656,KASHISH GOEL,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,152,205,3.732,9.756,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Interventional Cardiology
1340,1194710889,CHRISTOPHER THOMPSON,Allopathic & Osteopathic Physicians,Family Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",109,212,12.783,27.467,1374,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1340,1194710889,CHRISTOPHER THOMPSON,Allopathic & Osteopathic Physicians,Family Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",157,270,1.474,10.737,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1381,1194716662,JAMES MCGINLEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,165,330,21.094,37.755,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Internal Medicine
1381,1194716662,JAMES MCGINLEY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,78,150,27.533,36.214,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1194741488,ROBIN LAPRE,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,161,171,36.971,57.701,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1353,1194743914,WILLIAM PENLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",101,150,29.56,44.975,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Medical Oncology
1353,1194743914,WILLIAM PENLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,112,238,19.958,41.769,1344,HCA Healthcare,"111 US-70, Dickson, TN 37055","111, College Street, Eastwood, Dickson, Dickson County, Middle Tennessee, Tennessee, 37055, United States",36.0750821,-87.3659893,darkpurple,Medical Oncology
1353,1194743914,WILLIAM PENLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1780778969,SAINT THOMAS WEST HOSPITAL,175,286,26.297,46.123,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Medical Oncology
1353,1194743914,WILLIAM PENLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1992861314,SETON CORPORATION,43,69,23.42,48.484,1353,Ascension Saint Thomas,"2000 Church Street, Nashville, TN 37236","Ascension Saint Thomas Midtown Hospital, 2000, Church Street, Nashville, Davidson County, Middle Tennessee, Tennessee, 37236, United States",36.1538389,-86.8024571,green,Medical Oncology
1353,1194743914,WILLIAM PENLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,53,69,48.435,55.341,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Medical Oncology
1353,1194751354,NANCY PEACOCK,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",100,141,42.184,59.011,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Medical Oncology
1353,1194751354,NANCY PEACOCK,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1780778969,SAINT THOMAS WEST HOSPITAL,214,349,23.564,45.005,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Medical Oncology
1353,1194751354,NANCY PEACOCK,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1992861314,SETON CORPORATION,37,64,12.641,38.231,1353,Ascension Saint Thomas,"2000 Church Street, Nashville, TN 37236","Ascension Saint Thomas Midtown Hospital, 2000, Church Street, Nashville, Davidson County, Middle Tennessee, Tennessee, 37236, United States",36.1538389,-86.8024571,green,Medical Oncology
1353,1194751354,NANCY PEACOCK,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,53,71,42.479,43.251,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Medical Oncology
1359,1194817502,MACRAE LINTON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,93,147,1.0,6.829,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Cardiovascular Disease
1353,1194872051,JASON PRITCHETT,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1215937982,SELECT SPECIALTY HOSPITAL - NASHVILLE LLC,33,67,6.851,24.226,1353,Select Medical,"2000 Hayes St, Nashville, TN 37203","Select Specialty Hospital, 2000, Hayes Street, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1525321,-86.8011062,gray,Pulmonary Disease
1353,1194872051,JASON PRITCHETT,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1780778969,SAINT THOMAS WEST HOSPITAL,452,745,2.266,14.37,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Pulmonary Disease
1359,1194969196,ANTHONY GAMBOA,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,329,490,1.112,3.629,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Gastroenterology
